sample_id,ticker,sector,cold_start_weeks,model,augmentation_method,MAE,RMSE,MAPE
AAPL_w08_s0006,AAPL,technology,8,moving_average,none,3.5575663430350137,4.29151304832907,3.1098867434985413
AAPL_w08_s0006,AAPL,technology,8,linear_trend,none,3.936163307482349,4.684828789665805,3.4293281810404213
AAPL_w08_s0007,AAPL,technology,8,naive,none,5.3708019256591815,6.157954181204966,4.225658385230308
AAPL_w08_s0007,AAPL,technology,8,moving_average,none,5.947664914812357,6.802324003264832,4.678097712165339
AAPL_w08_s0007,AAPL,technology,8,linear_trend,none,8.253714567188029,8.918689197730858,6.519849876673935
AAPL_w08_s0008,AAPL,technology,8,naive,none,6.7132661002022775,7.739918526070345,5.088633150591563
AAPL_w08_s0008,AAPL,technology,8,moving_average,none,6.211963762555805,7.165800423377797,4.720168568640091
AAPL_w08_s0008,AAPL,technology,8,linear_trend,none,7.890525886783079,10.167857853096335,6.280065679956956
AAPL_w08_s0009,AAPL,technology,8,naive,none,5.2922633034842335,5.805692549369903,4.472172634355392
AAPL_w08_s0009,AAPL,technology,8,moving_average,none,3.0242540087018694,3.5902024976737725,2.5302188341465963
AAPL_w08_s0009,AAPL,technology,8,linear_trend,none,6.728696681206411,7.285583929649235,5.6860599641776846
AAPL_w08_s0010,AAPL,technology,8,naive,none,3.2054516928536563,4.255688944384554,2.5843654831150658
AAPL_w08_s0010,AAPL,technology,8,moving_average,none,3.6006159646170497,3.985502375448237,2.8159871045652043
AAPL_w08_s0010,AAPL,technology,8,linear_trend,none,10.00533609070749,10.377964644132927,7.8210189007419855
AAPL_w08_s0011,AAPL,technology,8,naive,none,4.0929167611258475,5.300902999140576,3.189937711122896
AAPL_w08_s0011,AAPL,technology,8,moving_average,none,3.442058999197823,4.642484273455691,2.6786228813105164
AAPL_w08_s0011,AAPL,technology,8,linear_trend,none,3.508115859429154,4.104853705325093,2.8382600046027857
AAPL_w08_s0012,AAPL,technology,8,naive,none,8.60593032836914,9.094293549085814,6.040458921137785
AAPL_w08_s0012,AAPL,technology,8,moving_average,none,10.61782913208009,11.017369641536435,7.4629889797099835
AAPL_w08_s0012,AAPL,technology,8,linear_trend,none,10.272097488102713,10.5276208467944,7.232992820574806
AAPL_w08_s0013,AAPL,technology,8,naive,none,3.7870091029575894,4.700420144976849,2.551998633165228
AAPL_w08_s0013,AAPL,technology,8,moving_average,none,3.420969281877782,4.324277687670967,2.3040132610735
AAPL_w08_s0013,AAPL,technology,8,linear_trend,none,7.807923109452792,8.76204611962895,5.357523335538345
AAPL_w08_s0014,AAPL,technology,8,naive,none,2.894818442208426,3.254140705374221,2.062858753932992
AAPL_w08_s0014,AAPL,technology,8,moving_average,none,3.8452119009835406,4.601859505049895,2.7601128409678353
